	HC001B	HC001F	HC001N	HC001T	HC002F	HC002N	HC002T	HC003B	HC003F	HC003N	HC003T	HC003V	HC004B	HC004F	HC004N	HC004T	HC004V	HC005B	HC005F	HC005N	HC005T	HC005V	HC006B	HC006F	HC006N	HC006T	HC006V	HC007B	HC007F	HC007N	HC007T	HC007V	HC008B	HC008F	HC008N	HC008T	HC008V	HC009B	HC009F	HC009N	HC009T	HC009V	HC010B	HC010F	HC010N	HC010T	HC010V	HC011B	HC011F	HC011N	HC011T	HC011V	HC012B	HC012F	HC012N	HC012T	HC012V	HC013B	HC013F	HC013N	HC013T	HC013V	HC014B	HC014F	HC014N	HC014T	HC014V	HC015F	HC015N	HC015T	HC015V	HC016F	HC016N	HC016T	HC016V	HC020B	HC020F	HC020N	HC020T	HC020V	HC021B	HC021F	HC021N	HC021T	HC021V	HC022B	HC022F	HC022N	HC022T	HC022V	HC023B	HC023F	HC023N	HC023T	HC023V	HC024B	HC024F	HC024N	HC024T	HC024V	HC025B	HC025F	HC025N	HC025T	HC025V	HC026B	HC026F	HC026T	HC026V	HC027B	HC027F	HC027N	HC027T	HC027V	HC028B	HC028F	HC028N	HC028T	HC028V	HC029B	HC029F	HC029N	HC029T	HC029V	HC030B	HC030F	HC030N	HC030T	HC030V	HC031B	HC031F	HC031N	HC031T	HC031V	HC032B	HC032F	HC032N	HC032T	HC032V	HC034B	HC034F	HC034N	HC034T	HC034V	HC035B	HC035F	HC035N	HC035T	HC035V	HC036B	HC036F	HC036N	HC036T	HC036V	HC037B	HC037F	HC037N	HC037T	HC037V	HC038B	HC038F	HC038N	HC038T	HC038V	HC039B	HC039F	HC039N	HC039T	HC039V	LC001R	LC002L	LC006R	LC008L	LC009R	LC011R	LC012R	LC014L	LC016R	LC018R	LC020L	LC022R	LC025R	LC029R	LC029V	LC030R	LC030V	LC031R	LC031V	LC033F	LC033N	LC033R	LC033T	LC033V	LC035F	LC035L	LC035N	LC035T	LC035V	LC036F	LC036N	LC036R	LC036T	LC036V	LC038F	LC038L	LC038N	LC038T	LC038V	LC039F	LC039N	LC039R	LC039T	LC039V	LC042F	LC042L	LC042N	LC042T	LC042V	LC043F	LC043L	LC043N	LC043T	LC043V	LC044F	LC044N	LC044R	LC044T	LC044V	LC045F	LC045N	LC045R	LC045T	LC045V	LC048F	LC048N	LC048R	LC048T	LC051L	LC051V	LC052F	LC052N	LC052R	LC052T	LC052V	LC053F	LC053L	LC053N	LC053T	LC053V	LC054F	LC054N	LC054R	LC054T	LC054V	LC058F	LC058N	LC058R	LC058T	LC058V	LC059F	LC059N	LC059R	LC059T	LC059V	LC063F	LC063N	LC063R	LC063T	LC063V	LC064F	LC064N	LC064R	LC064T	LC064V	LC065F	LC065N	LC065R	LC065T	LC065V	LC067F	LC067N	LC067R	LC067T	LC067V	LC068F	LC068L	LC068N	LC068T	LC069F	LC069N	LC069R	LC069T	LC069V	LC072F	LC072N	LC072T	LC074F	LC074N	LC074T	LC075F	LC075N	LC075R	LC075T	LC080F	LC080L	LC080N	LC080T	LC080V	LC081F	LC081N	LC081R	LC081T	LC082F	LC082N	LC082R	LC082T	LC084F	LC084N	LC084R	LC084T	LC084V	LC085F	LC085N	LC085R	LC085T	LC085V	LC086F	LC086N	LC086R	LC086T	LC086V	LC087F	LC087N	LC087R	LC087T	LC087V	LC088F	LC088N	LC088R	LC088T	LC088V	LC089F	LC089L	LC089N	LC089T	LC089V	LC090F	LC090L	LC090N	LC090T	LC091F	LC091N	LC091R	LC091T	LC091V	LC092F	LC092N	LC092R	LC092T	LC092V	LC094F	LC094L	LC094N	LC094T	LC094V	LC095F	LC095N	LC095R	LC095T	LC095V	LC096F	LC096N	LC096R	LC096T	LC096V	LC097F	LC097N	LC097R	LC097T	LC097V	LC098F	LC098L	LC098N	LC098T	LC098V	LC099F	LC099L	LC099N	LC099T	LC099V	LC101F	LC101L	LC101N	LC101T	LC101V	LC102F	LC102N	LC102R	LC102T	LC102V	LC108F	LC108N	LC108R	LC108T	LC108V	LC109F	LC109N	LC109R	LC109T	LC109V	LC110F	LC110N	LC110R	LC110T	LC110V	LC116F	LC116N	LC116R	LC116T	LC116V	LC119F	LC119N	LC119R	LC119T	LC119V	LC120F	LC120N	LC120R	LC120T	LC120V	LC121F	LC121N	LC121R	LC121T	LC121V	LC123F	LC123N	LC123R	LC123T	LC123V
g_[Eubacterium] ventriosum group	0	0	0	0	37	0	0	0	10	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	1	0	0	3	0	6	0	0	0	0	0	0	0	5	0	1	0	0	2	0	12	0	2	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	2	0	0	0	0	3	0	0	3	0	6	0	0	0	0	0	0	0	0	0	9	0	0	0	0	369	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	12	0	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	16	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	2	14	0	0	0	4	52	0	0	0	0	8	9	0	0	0	0	0	0	0	0	47	1	0	0	0
g_[Eubacterium] xylanophilum group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_[Eubacterium] yurii group	13	0	0	2	0	0	0	0	0	0	3	4	0	0	0	0	3	9	0	0	1	2	0	0	0	1	5	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	1	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	2	0	0	1	5	0	0	3	5	0	0	0	0	3	0	7	0	3	19	0	0	0	0	5	5	0	0	13	0	7	0	0	7	2	0	0	0	41	0	0	0	0	3	12	0	0	0	0	6	0	0	0	5	0	7	0	0	0	4	4	0	0	0	0	0	0	0	12	0	4	0	0	0	0	4	0	0	6	8	0	1	0	0	0	0	0	0	0	2	4	12	0	0	0	18	0	4	0	0	8	6	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	4	13	0	0	4	0	0	0	0	0	0	0	0	0	5	0	3	2	0	0	56	19	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	2	3	0	0	0	0	0	5	0	0	2	0	0	0	0	2	0	2	0	0	11	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	0	0	0	6	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	41	0	5	9	0	0	0	0	12	0	0	0	0	6	0	0	0	0	10	0	3	0	0	0	0	0	0	0	9	0	0	0	0	5	0	0	37	5	11	0	0	11	8	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	11	0	0	12	3	5	0	0	2	0	15	0	0	0	0	0	0	3	0	0	0
g_[Ruminococcus] gauvreauii group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_[Ruminococcus] gnavus group	0	28	0	0	4	0	0	0	26	0	0	0	0	19	0	0	0	0	9	0	0	0	0	22	0	0	0	0	22	0	0	0	0	132	0	0	0	0	25	0	0	0	0	100	0	0	0	0	139	0	0	0	0	20	0	0	0	0	6	0	0	0	0	22	0	0	0	44	0	0	0	27	8	0	0	0	0	0	0	5	0	0	0	0	2	0	3	0	0	0	0	34	0	0	0	0	28	0	0	0	0	8	0	0	8	0	32	0	0	0	6	0	0	3	0	6	0	0	7	0	7	0	0	0	0	6	0	0	4	0	0	0	0	0	0	1000	0	0	1	0	2	0	0	0	0	24	0	0	6	0	3	0	0	3	0	0	0	0	4	0	5	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	16	0	0	0	0	171	0	0	0	0	223	0	0	0	0	13	0	0	0	0	49	0	0	0	0	11	0	0	0	0	35	0	0	0	0	30	0	0	0	0	69	0	0	0	0	0	188	0	0	0	0	38	0	0	0	0	109	0	0	0	0	186	0	0	0	0	23	0	0	0	0	13	0	0	0	0	196	5	0	0	0	6	0	0	0	0	20	0	0	0	0	24	0	0	0	112	3	0	0	0	199	0	0	9	0	0	17	0	0	0	28	0	0	0	0	0	0	0	0	71	0	0	0	12	0	0	0	0	102	0	0	0	0	22	0	0	0	0	0	0	0	0	0	6	0	0	0	0	29	0	0	0	0	16	0	0	0	106	0	0	0	0	10	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	80	0	168	0	0	1	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	121	0	0	0	0	11	0	0	4	0	10	0	0	0	0	46	0	0	0	0	17	0	0	0	3	76	0	0	0	6	70	0	0	0	7	44	0	0	0	0	17	0	0	0	0
g_[Ruminococcus] torques group	0	1	0	0	0	0	0	0	70	0	0	0	0	452	0	0	0	0	4	0	0	0	0	11	0	0	0	0	90	0	0	0	0	8	2	0	0	0	33	0	0	0	0	25	0	0	0	0	33	0	0	0	0	94	0	0	0	0	11	0	0	0	0	34	0	0	0	106	0	0	0	122	0	0	0	0	2	0	0	0	0	6	0	0	0	0	3	0	0	0	0	12	0	0	0	0	13	0	0	0	0	14	0	0	6	0	89	0	0	0	1	0	0	0	0	42	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	12	0	0	0	0	36	0	0	0	0	0	0	0	0	0	17	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	6	0	0	0	0	144	0	0	0	0	19	0	0	0	0	19	0	0	0	0	10	0	0	0	0	57	0	0	0	0	521	0	0	0	0	0	15	0	0	0	0	161	0	0	0	0	411	0	0	0	0	37	0	0	0	0	63	0	0	0	0	143	0	0	0	0	88	0	0	0	0	100	1	0	0	0	104	6	0	0	0	130	0	0	0	106	4	0	0	0	99	2	0	7	0	0	125	0	0	0	47	0	0	0	0	0	0	0	0	191	0	0	0	50	0	0	0	0	2	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	312	144	0	0	0	0	0	0	6	0	0	0	0	35	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	63	0	0	0	0	182	0	0	0	0	72	0	0	0	0	24	0	0	0	0	9	36	0	0	0	6	0	0	0	3	49	0	0	0	0
g_1174-901-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_2013Ark19i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Abiotrophia	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	7	0	0	5	2	0	0	0	2	5	0	0	3	5	3	0	0	0	0	1	23	0	11	5	4	1	0	0	4	0	0	0	0	5	3	0	0	0	2	0	0	0	1	1	0	0	0	1	4	6	0	3	3	1	0	0	3	8	13	0	0	0	13	0	0	0	2	7	7	0	3	0	11	8	2	0	0	4	9	2	0	3	11	0	0	0	5	11	0	1	0	0	2	0	4	0	12	0	5	3	0	7	6	4	0	0	9	30	0	0	5	10	7	0	0	0	9	11	4	0	2	10	7	0	0	0	18	0	5	0	0	0	4	0	0	0	8	0	6	5	0	9	0	0	0	0	10	0	2	0	3	4	0	5	0	3	2	0	2	0	0	4	7	3	6	19	0	5	0	3	0	0	0	0	0	0	0	0	11	0	5	0	10	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	7	0	0	0	0	5	11	0	0	0	6	3	0	0	0	4	4	0	0	3	4	7	0	0	0	5	2	0	5	33	27	49	0	0	9	0	1	0	8	24	16	48	0	0	0	0	1	0	0	0	0	6	0	10	0	0	0	6	55	12	19	0	2	0	0	71	23	0	0	36	1	0	24	0	5	7	0	2	0	1	0	6	4	5	0	0	25	0	37	0	31	13	2	21	0	0	0	5	17	0	0	0	0	3	0	0	7	1	103	0	7	2	3	0	0	8	4	1	4	0	0	0	34	5	0	3	0	5	4	47	1	5	12	4	5	11	0	5	1	0	0	0	6	4	0	0	0	2	0	9	1	0	4	0	15	0	0	12	0	5	0	0	0	0	0	5	0	0	0	0	8	1	6	0	0	9	0	4	6	0	0	0	0	0	0	0	1	10	0	0	7	0	7	0	0	0	0	5	0	1	0	0	2	0	1	2	0	0
g_Acholeplasma	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	85	0	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	4	0	0	0	0	0	0	2	0	0	7	46	0	0	7	37	0	0	0	0	0	52	0	0	2	44	0	7	0	0	0	0	2	1	5	5	4	103	4	3	0	0	215	1	2	12	14	0	2	0	0	5	267	6	46	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	4	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	21	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	67	0	0	0	0	0	0	3	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4
g_Achromobacter	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	5	0	0	1	0	0	0	0	6	0	0	0	3	3	0	14	0	0	0	0	6	0	0	1	0	2	0	0	1	0	2	0	0	3	0	4	0	0	4	0	4	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	28	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	3	0	3	0	4	0	0	1	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	3	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
g_Acidaminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	24	31	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Acidibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	10	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
